Time        Speed       Wheel       Brake       Acceleration 
7.04        28.47        1.54        0.00        100.00        
7.06        28.55        1.54        0.00        100.00        
7.08        28.63        1.54        0.00        100.00        
7.10        28.71        1.54        0.00        100.00        
7.12        28.80        1.54        0.00        100.00        
7.14        28.88        1.54        0.00        100.00        
7.16        28.96        1.50        0.00        100.00        
7.18        29.04        1.50        0.00        100.00        
7.20        29.13        1.45        0.00        100.00        
7.22        29.21        1.41        0.00        100.00        
7.24        29.29        1.28        0.00        100.00        
7.26        29.37        1.12        0.00        100.00        
7.28        29.45        0.95        0.00        100.00        
7.30        29.53        0.82        0.00        100.00        
7.32        29.61        0.69        0.00        100.00        
7.34        29.69        0.61        0.00        100.00        
7.36        29.77        0.44        0.00        100.00        
7.38        29.85        0.44        0.00        100.00        
7.40        29.93        0.44        0.00        100.00        
7.42        30.01        0.44        0.00        100.00        
7.44        30.09        0.44        0.00        100.00        
7.46        30.17        0.44        0.00        100.00        
7.48        30.25        0.44        0.00        100.00        
7.50        30.33        0.44        0.00        100.00        
7.52        30.41        0.44        0.00        100.00        
7.54        30.49        0.44        0.00        100.00        
7.56        30.57        0.44        0.00        100.00        
7.58        30.65        0.44        0.00        100.00        
7.60        30.73        0.44        0.00        100.00        
7.62        30.81        0.44        0.00        100.00        
7.64        30.89        0.44        0.00        100.00        
7.66        30.96        0.44        0.00        100.00        
7.68        31.04        0.44        0.00        100.00        
7.70        31.12        0.44        0.00        100.00        
7.72        31.20        0.44        0.00        100.00        
7.74        31.28        0.44        0.00        100.00        
7.76        31.35        0.44        0.00        100.00        
7.78        31.43        0.44        0.00        100.00        
7.80        31.51        0.40        0.00        100.00        
7.82        31.59        0.40        0.00        100.00        
7.84        31.66        0.27        0.00        100.00        
7.86        31.74        0.14        0.00        100.00        
7.88        31.82        0.06        0.00        100.00        
7.90        31.89        -0.02        0.00        100.00        
7.92        31.97        -0.14        0.00        100.00        
7.94        32.05        -0.44        0.00        100.00        
7.96        32.12        -0.52        0.00        100.00        
7.98        32.20        -0.61        0.00        100.00        
8.00        32.28        -0.61        0.00        100.00        
8.02        32.35        -0.61        0.00        100.00        
8.04        32.43        -0.52        0.00        100.00        
8.06        32.50        -0.52        0.00        100.00        
8.08        32.58        -0.52        0.00        100.00        
8.10        32.65        -0.52        0.00        100.00        
8.12        32.73        -0.52        0.00        100.00        
8.14        32.80        -0.52        0.00        100.00        
8.16        32.88        -0.52        0.00        100.00        
8.18        32.95        -0.52        0.00        100.00        
8.20        33.03        -0.52        0.00        100.00        
8.22        33.10        -0.57        0.00        100.00        
8.24        33.18        -0.61        0.00        100.00        
8.26        33.25        -0.61        0.00        100.00        
8.28        33.33        -0.65        0.00        100.00        
8.30        33.40        -0.65        0.00        100.00        
8.32        33.47        -0.69        0.00        100.00        
8.34        33.55        -0.74        0.00        100.00        
8.36        33.62        -0.82        0.00        100.00        
8.38        33.69        -0.90        0.00        100.00        
8.40        33.77        -0.99        0.00        100.00        
8.42        33.84        -1.16        0.00        100.00        
8.44        33.91        -1.29        0.00        100.00        
8.46        33.99        -1.37        0.00        100.00        
8.48        34.06        -1.41        0.00        100.00        
8.50        34.13        -1.45        0.00        100.00        
