Time        Speed       Wheel       Brake       Acceleration 
55.64        0.00        -0.87        0.00        -100.00        
55.66        0.00        -0.87        0.00        -100.00        
55.68        0.00        -0.87        0.00        -100.00        
55.70        0.00        -0.87        0.00        -100.00        
55.72        0.00        -0.87        0.00        -100.00        
55.74        0.00        -0.87        0.00        -100.00        
55.76        0.00        -0.87        0.00        -100.00        
55.78        0.00        -0.87        0.00        -100.00        
55.80        0.00        -0.87        0.00        -100.00        
55.82        0.00        -0.87        0.00        -100.00        
55.84        0.00        -0.87        0.00        -100.00        
55.86        0.00        -0.87        0.00        -100.00        
55.88        0.00        -0.87        0.00        -100.00        
55.90        0.00        -0.87        0.00        -100.00        
55.92        0.00        -0.87        0.00        -100.00        
55.94        0.00        -0.87        0.00        -100.00        
55.96        0.00        -0.87        0.00        -100.00        
55.98        0.00        -0.87        0.00        -100.00        
56.00        0.00        -0.87        0.00        -100.00        
56.02        0.00        -0.87        0.00        -100.00        
56.04        0.00        -0.87        0.00        -100.00        
56.06        0.00        -0.87        0.00        -100.00        
56.08        0.00        -0.87        0.00        -100.00        
56.10        0.00        -0.87        0.00        -100.00        
56.12        0.00        -0.87        0.00        -100.00        
56.14        0.00        -0.87        0.00        -100.00        
56.16        0.00        -0.87        0.00        -100.00        
56.18        0.00        -0.87        0.00        -100.00        
56.20        0.00        -0.87        0.00        -100.00        
56.22        0.00        -0.87        0.00        -100.00        
56.24        0.00        -0.87        0.00        -100.00        
56.26        0.00        -0.87        0.00        -100.00        
56.28        0.00        -0.87        0.00        -100.00        
56.30        0.00        -0.87        0.00        -100.00        
56.32        0.00        -0.87        0.00        -100.00        
56.34        0.00        -0.87        0.00        -100.00        
56.36        0.00        -0.87        0.00        -100.00        
56.38        0.00        -0.87        0.00        -100.00        
56.40        0.00        -0.87        0.00        -100.00        
56.42        0.00        -0.87        0.00        -100.00        
56.44        0.00        -0.87        0.00        -100.00        
56.46        0.00        -0.87        0.00        -100.00        
56.48        0.00        -0.87        0.00        -100.00        
56.50        0.00        -0.87        0.00        -100.00        
56.52        0.00        -0.87        0.00        -100.00        
56.54        0.00        -0.87        0.00        -100.00        
56.56        0.00        -0.87        0.00        -100.00        
56.58        0.00        -0.87        0.00        -100.00        
56.60        0.00        -0.87        0.00        -100.00        
