Time        Speed       Wheel       Brake       Acceleration 
5.86        28.53        0.00        0.00        0.00        
5.88        28.61        0.00        0.00        0.00        
5.90        28.69        0.00        0.00        0.00        
5.92        28.78        0.00        0.00        0.00        
5.94        28.86        0.00        0.00        0.00        
5.96        28.94        0.00        0.00        0.00        
5.98        29.02        0.00        0.00        0.00        
6.00        29.10        0.00        0.00        0.00        
6.02        29.19        0.00        0.00        0.00        
6.04        29.27        0.00        0.00        0.00        
6.06        29.35        0.00        0.00        0.00        
6.08        29.43        0.00        0.00        0.00        
6.10        29.51        0.00        0.00        0.00        
6.12        29.59        0.00        0.00        0.00        
6.14        29.67        0.00        0.00        0.00        
6.16        29.75        0.00        0.00        0.00        
6.18        29.83        0.00        0.00        0.00        
6.20        29.91        0.00        0.00        0.00        
6.22        29.99        0.00        0.00        0.00        
6.24        30.07        0.00        0.00        0.00        
6.26        30.15        0.00        0.00        0.00        
6.28        30.23        0.00        0.00        0.00        
6.30        30.31        0.00        0.00        0.00        
6.32        30.39        0.00        0.00        0.00        
6.34        30.47        0.00        0.00        0.00        
6.36        30.55        0.00        0.00        0.00        
6.38        30.63        0.00        0.00        0.00        
6.40        30.71        0.00        0.00        0.00        
6.42        30.79        0.00        0.00        0.00        
6.44        30.87        0.00        0.00        0.00        
6.46        30.94        0.00        0.00        0.00        
6.48        31.02        0.00        0.00        0.00        
6.50        31.10        0.00        0.00        0.00        
6.52        31.18        0.00        0.00        0.00        
6.54        31.26        0.00        0.00        0.00        
6.56        31.33        0.00        0.00        0.00        
6.58        31.41        0.00        0.00        0.00        
6.60        31.49        0.00        0.00        0.00        
6.62        31.57        0.00        0.00        0.00        
6.64        31.64        0.00        0.00        0.00        
6.66        31.72        0.00        0.00        0.00        
6.68        31.80        0.00        0.00        0.00        
6.70        31.87        0.00        0.00        0.00        
6.72        31.95        0.00        0.00        0.00        
6.74        32.03        0.00        0.00        0.00        
6.76        32.10        0.00        0.00        0.00        
6.78        32.18        0.00        0.00        0.00        
6.80        32.26        0.00        0.00        0.00        
6.82        32.33        0.00        0.00        0.00        
6.84        32.41        0.00        0.00        0.00        
6.86        32.48        0.00        0.00        0.00        
6.88        32.56        0.00        0.00        0.00        
6.90        32.63        0.00        0.00        0.00        
6.92        32.71        0.00        0.00        0.00        
6.94        32.78        0.00        0.00        0.00        
6.96        32.86        0.00        0.00        0.00        
6.98        32.93        0.00        0.00        0.00        
7.00        33.01        0.00        0.00        0.00        
7.02        33.08        0.00        0.00        0.00        
7.04        33.16        0.00        0.00        0.00        
7.06        33.23        0.00        0.00        0.00        
7.08        33.31        0.00        0.00        0.00        
7.10        33.38        0.00        0.00        0.00        
7.12        33.45        0.00        0.00        0.00        
7.14        33.53        0.00        0.00        0.00        
7.16        33.60        0.00        0.00        0.00        
7.18        33.68        0.00        0.00        0.00        
7.20        33.75        0.00        0.00        0.00        
7.22        33.82        0.00        0.00        0.00        
7.24        33.89        0.00        0.00        0.00        
7.26        33.97        0.00        0.00        0.00        
7.28        34.04        0.00        0.00        0.00        
7.30        34.11        0.00        0.00        0.00        
7.32        34.19        0.00        0.00        0.00        
7.34        34.26        0.00        0.00        0.00        
7.36        34.33        0.00        0.00        0.00        
7.38        34.40        0.00        0.00        0.00        
7.40        34.47        0.00        0.00        0.00        
7.42        34.55        0.00        0.00        0.00        
7.44        34.62        0.00        0.00        0.00        
7.46        34.69        0.00        0.00        0.00        
7.48        34.76        0.00        0.00        0.00        
7.50        34.83        0.00        0.00        0.00        
7.52        34.90        0.00        0.00        0.00        
7.54        34.98        0.00        0.00        0.00        
7.56        35.05        0.00        0.00        0.00        
7.58        35.12        0.00        0.00        0.00        
7.60        35.19        0.00        0.00        0.00        
7.62        35.26        0.00        0.00        0.00        
7.64        35.33        0.00        0.00        0.00        
7.66        35.40        0.00        0.00        0.00        
7.68        35.47        0.00        0.00        0.00        
7.70        35.54        0.00        0.00        0.00        
7.72        35.61        0.00        0.00        0.00        
7.74        35.68        0.00        0.00        0.00        
7.76        35.75        0.00        0.00        0.00        
7.78        35.82        0.00        0.00        0.00        
7.80        35.89        0.00        0.00        0.00        
7.82        35.96        0.00        0.00        0.00        
7.84        36.03        0.00        0.00        0.00        
7.86        36.10        0.00        0.00        0.00        
7.88        36.16        0.00        0.00        0.00        
7.90        36.23        0.00        0.00        0.00        
7.92        36.30        0.00        0.00        0.00        
7.94        36.37        0.00        0.00        0.00        
7.96        36.44        0.00        0.00        0.00        
7.98        36.51        0.00        0.00        0.00        
8.00        36.58        0.00        0.00        0.00        
8.02        36.64        0.00        0.00        0.00        
8.04        36.71        0.00        0.00        0.00        
8.06        36.78        0.00        0.00        0.00        
8.08        36.85        0.00        0.00        0.00        
8.10        36.91        0.00        0.00        0.00        
8.12        36.98        0.00        0.00        0.00        
8.14        37.05        0.00        0.00        0.00        
8.16        37.12        0.00        0.00        0.00        
8.18        37.18        0.00        0.00        0.00        
8.20        37.25        0.00        0.00        0.00        
8.22        37.32        0.00        0.00        0.00        
8.24        37.38        0.00        0.00        0.00        
8.26        37.45        0.00        0.00        0.00        
8.28        37.52        0.00        0.00        0.00        
8.30        37.58        0.00        0.00        0.00        
8.32        37.65        0.00        0.00        0.00        
8.34        37.72        0.00        0.00        0.00        
8.36        37.78        0.00        0.00        0.00        
8.38        37.85        0.00        0.00        0.00        
8.40        37.91        0.00        0.00        0.00        
8.42        37.98        0.00        0.00        0.00        
8.44        38.04        0.00        0.00        0.00        
8.46        38.11        0.00        0.00        0.00        
8.48        38.18        0.00        0.00        0.00        
8.50        38.24        0.00        0.00        0.00        
8.52        38.31        0.00        0.00        0.00        
8.54        38.37        0.00        0.00        0.00        
8.56        38.44        0.00        0.00        0.00        
8.58        38.50        0.00        0.00        0.00        
8.60        38.56        0.00        0.00        0.00        
8.62        38.63        0.00        0.00        0.00        
8.64        38.69        0.00        0.00        0.00        
8.66        38.76        0.00        0.00        0.00        
8.68        38.82        0.00        0.00        0.00        
8.70        38.89        0.00        0.00        0.00        
8.72        38.95        0.00        0.00        0.00        
8.74        39.01        0.00        0.00        0.00        
8.76        39.08        0.00        0.00        0.00        
8.78        39.14        0.00        0.00        0.00        
8.80        39.20        0.00        0.00        0.00        
8.82        39.27        0.00        0.00        0.00        
8.84        39.33        0.00        0.00        0.00        
8.86        39.39        0.00        0.00        0.00        
8.88        39.46        0.00        0.00        0.00        
8.90        39.52        0.00        0.00        0.00        
8.92        39.58        0.00        0.00        0.00        
8.94        39.64        0.00        0.00        0.00        
8.96        39.71        0.00        0.00        0.00        
8.98        39.77        0.00        0.00        0.00        
9.00        39.83        0.00        0.00        0.00        
9.02        39.89        0.00        0.00        0.00        
9.04        39.96        0.00        0.00        0.00        
9.06        40.02        0.00        0.00        0.00        
9.08        40.08        0.00        0.00        0.00        
9.10        40.14        0.00        0.00        0.00        
