Time        Speed       Wheel       Brake       Acceleration 
39.20        0.00        0.00        0.00        -70.63        
39.22        0.00        0.00        0.00        -70.63        
39.24        0.00        0.00        0.00        -70.63        
39.26        0.00        0.00        0.00        -70.63        
39.28        0.00        0.00        0.00        -70.63        
39.30        0.00        0.00        0.00        -70.63        
39.32        0.00        0.00        0.00        -70.63        
39.34        0.00        0.00        0.00        -70.63        
39.36        0.00        0.00        0.00        -70.63        
39.38        0.00        0.00        0.00        -70.63        
39.40        0.00        0.00        0.00        -70.63        
39.42        0.00        0.00        0.00        -70.63        
39.44        0.00        0.00        0.00        -70.63        
39.46        0.00        0.00        0.00        -70.63        
39.48        0.00        0.00        0.00        -70.63        
39.50        0.00        0.00        0.00        -70.63        
39.52        0.00        0.00        0.00        -70.63        
39.54        0.00        0.00        0.00        -70.63        
39.56        0.00        0.00        0.00        -70.63        
39.58        0.00        0.00        0.00        -70.63        
39.60        0.00        0.00        0.00        -70.63        
39.62        0.00        0.00        0.00        -70.63        
39.64        0.00        0.00        0.00        -70.63        
39.66        0.00        0.00        0.00        -70.63        
39.68        0.00        0.00        0.00        -70.63        
39.70        0.00        0.00        0.00        -70.63        
39.72        0.00        0.00        0.00        -70.63        
39.74        0.00        0.00        0.00        -70.63        
39.76        0.00        0.00        0.00        -70.63        
39.78        0.00        0.00        0.00        -70.63        
39.80        0.00        0.00        0.00        -70.63        
39.82        0.00        0.00        0.00        -70.63        
39.84        0.00        0.00        0.00        -70.63        
39.86        0.00        0.00        0.00        -70.63        
39.88        0.00        0.00        0.00        -70.63        
39.90        0.00        0.00        0.00        -70.63        
39.92        0.00        0.00        0.00        -70.63        
39.94        0.00        0.00        0.00        -70.63        
39.96        0.00        0.00        0.00        -70.63        
39.98        0.00        0.00        0.00        -70.63        
40.00        0.00        0.00        0.00        -70.63        
40.02        0.00        0.00        0.00        -70.63        
40.04        0.00        0.00        0.00        -70.63        
40.06        0.00        0.00        0.00        -70.63        
40.08        0.00        0.00        0.00        -70.63        
40.10        0.00        0.00        0.00        -70.63        
40.12        0.00        0.00        0.00        -70.63        
40.14        0.00        0.00        0.00        -70.63        
40.16        0.00        0.00        0.00        -70.63        
