Time        Speed       Wheel       Brake       Acceleration 
61.30        0.00        0.00        0.00        -70.63        
61.32        0.00        0.00        0.00        -70.63        
61.34        0.00        0.00        0.00        -70.63        
61.36        0.00        0.00        0.00        -70.63        
61.38        0.00        0.00        0.00        -70.63        
61.40        0.00        0.00        0.00        -70.63        
61.42        0.00        0.00        0.00        -70.63        
61.44        0.00        0.00        0.00        -70.63        
61.46        0.00        0.00        0.00        -70.63        
61.48        0.00        0.00        0.00        -70.63        
61.50        0.00        0.00        0.00        -70.63        
61.52        0.00        0.00        0.00        -70.63        
61.54        0.00        0.00        0.00        -70.63        
61.56        0.00        0.00        0.00        -70.63        
61.58        0.00        0.00        0.00        -70.63        
61.60        0.00        0.00        0.00        -70.63        
61.62        0.00        0.00        0.00        -70.63        
61.64        0.00        0.00        0.00        -70.63        
61.66        0.00        0.00        0.00        -70.63        
61.68        0.00        0.00        0.00        -70.63        
61.70        0.00        0.00        0.00        -70.63        
61.72        0.00        0.00        0.00        -70.63        
61.74        0.00        0.00        0.00        -70.63        
61.76        0.00        0.00        0.00        -70.63        
61.78        0.00        0.00        0.00        -70.63        
61.80        0.00        0.00        0.00        -70.63        
61.82        0.00        0.00        0.00        -70.63        
61.84        0.00        0.00        0.00        -70.63        
61.86        0.00        0.00        0.00        -70.63        
61.88        0.00        0.00        0.00        -70.63        
61.90        0.00        0.00        0.00        -70.63        
61.92        0.00        0.00        0.00        -70.63        
61.94        0.00        0.00        0.00        -70.63        
61.96        0.00        0.00        0.00        -70.63        
61.98        0.00        0.00        0.00        -70.63        
62.00        0.00        0.00        0.00        -70.63        
62.02        0.00        0.00        0.00        -70.63        
62.04        0.00        0.00        0.00        -70.63        
62.06        0.00        0.00        0.00        -70.63        
62.08        0.00        0.00        0.00        -70.63        
62.10        0.00        0.00        0.00        -70.63        
62.12        0.00        0.00        0.00        -70.63        
62.14        0.00        0.00        0.00        -70.63        
62.16        0.00        0.00        0.00        -70.63        
62.18        0.00        0.00        0.00        -70.63        
62.20        0.00        0.00        0.00        -70.63        
62.22        0.00        0.00        0.00        -70.63        
62.24        0.00        0.00        0.00        -70.63        
