Time        Speed       Wheel       Brake       Acceleration 
8.36        28.45        0.00        0.00        -100.00        
8.38        28.54        0.00        0.00        -100.00        
8.40        28.62        0.00        0.00        -100.00        
8.42        28.70        0.00        0.00        -100.00        
8.44        28.78        0.00        0.00        -100.00        
8.46        28.87        0.00        0.00        -100.00        
8.48        28.95        0.00        0.00        -100.00        
8.50        29.03        0.00        0.00        -100.00        
8.52        29.11        0.00        0.00        -100.00        
8.54        29.19        0.00        0.00        -100.00        
8.56        29.27        0.00        0.00        -100.00        
8.58        29.36        0.00        0.00        -100.00        
8.60        29.44        0.00        0.00        -100.00        
8.62        29.52        0.00        0.00        -100.00        
8.64        29.60        0.00        0.00        -100.00        
8.66        29.68        0.00        0.00        -100.00        
8.68        29.76        0.00        0.00        -100.00        
8.70        29.84        0.00        0.00        -100.00        
8.72        29.92        0.00        0.00        -100.00        
8.74        30.00        0.00        0.00        -100.00        
8.76        30.08        0.00        0.00        -100.00        
8.78        30.16        0.00        0.00        -100.00        
8.80        30.24        0.00        0.00        -100.00        
8.82        30.32        0.00        0.00        -100.00        
8.84        30.40        0.00        0.00        -100.00        
8.86        30.48        0.00        0.00        -100.00        
8.88        30.56        0.00        0.00        -100.00        
8.90        30.64        0.00        0.00        -100.00        
8.92        30.72        0.00        0.00        -100.00        
8.94        30.79        0.00        0.00        -100.00        
8.96        30.87        0.00        0.00        -100.00        
8.98        30.95        0.00        0.00        -100.00        
9.00        31.03        0.00        0.00        -100.00        
9.02        31.11        0.00        0.00        -100.00        
9.04        31.19        0.00        0.00        -100.00        
9.06        31.26        0.00        0.00        -100.00        
9.08        31.34        0.00        0.00        -100.00        
9.10        31.42        0.00        0.00        -100.00        
9.12        31.50        0.00        0.00        -100.00        
9.14        31.57        0.00        0.00        -100.00        
9.16        31.65        0.00        0.00        -100.00        
9.18        31.73        0.00        0.00        -100.00        
9.20        31.80        0.00        0.00        -100.00        
9.22        31.88        0.00        0.00        -100.00        
9.24        31.96        0.00        0.00        -100.00        
9.26        32.03        0.00        0.00        -100.00        
9.28        32.11        0.00        0.00        -100.00        
9.30        32.19        0.00        0.00        -100.00        
9.32        32.26        0.00        0.00        -100.00        
9.34        32.34        0.00        0.00        -100.00        
9.36        32.41        0.00        0.00        -100.00        
9.38        32.49        0.00        0.00        -100.00        
9.40        32.57        0.00        0.00        -100.00        
9.42        32.64        0.00        0.00        -100.00        
9.44        32.72        0.00        0.00        -100.00        
9.46        32.79        0.00        0.00        -100.00        
9.48        32.87        0.00        0.00        -100.00        
9.50        32.94        0.00        0.00        -100.00        
9.52        33.02        0.00        0.00        -100.00        
9.54        33.09        0.00        0.00        -100.00        
9.56        33.16        0.00        0.00        -100.00        
9.58        33.24        0.00        0.00        -100.00        
9.60        33.31        0.00        0.00        -100.00        
9.62        33.39        0.00        0.00        -100.00        
9.64        33.46        0.00        0.00        -100.00        
9.66        33.53        0.00        0.00        -100.00        
9.68        33.61        0.00        0.00        -100.00        
9.70        33.68        0.00        0.00        -100.00        
9.72        33.76        0.00        0.00        -100.00        
9.74        33.83        0.00        0.00        -100.00        
9.76        33.90        0.00        0.00        -100.00        
9.78        33.97        0.00        0.00        -100.00        
9.80        34.05        0.00        0.00        -100.00        
9.82        34.12        0.00        0.00        -100.00        
9.84        34.19        0.00        0.00        -100.00        
9.86        34.26        0.00        0.00        -100.00        
9.88        34.34        0.00        0.00        -100.00        
9.90        34.41        0.00        0.00        -100.00        
9.92        34.48        0.00        0.00        -100.00        
9.94        34.55        0.00        0.00        -100.00        
9.96        34.62        0.00        0.00        -100.00        
9.98        34.70        0.00        0.00        -100.00        
10.00        34.77        0.00        0.00        -100.00        
10.02        34.84        0.00        0.00        -100.00        
10.04        34.91        0.00        0.00        -100.00        
10.06        34.98        0.00        0.00        -100.00        
10.08        35.05        0.00        0.00        -100.00        
10.10        35.12        0.00        0.00        -100.00        
10.12        35.19        0.00        0.00        -100.00        
10.14        35.26        0.00        0.00        -100.00        
10.16        35.33        0.00        0.00        -100.00        
10.18        35.41        0.00        0.00        -100.00        
10.20        35.48        0.00        0.00        -100.00        
10.22        35.55        0.00        0.00        -100.00        
10.24        35.62        0.00        0.00        -100.00        
10.26        35.69        0.00        0.00        -100.00        
10.28        35.75        0.00        0.00        -100.00        
