Time        Speed       Wheel       Brake       Acceleration 
5.86        28.46        2.85        0.00        -100.00        
5.88        28.55        2.85        0.00        -100.00        
5.90        28.63        2.85        0.00        -100.00        
5.92        28.71        2.85        0.00        -100.00        
5.94        28.79        2.85        0.00        -100.00        
5.96        28.88        2.85        0.00        -100.00        
5.98        28.96        2.85        0.00        -100.00        
6.00        29.04        2.85        0.00        -100.00        
6.02        29.12        2.85        0.00        -100.00        
6.04        29.20        2.85        0.00        -100.00        
6.06        29.28        2.85        0.00        -100.00        
6.08        29.37        2.85        0.00        -100.00        
6.10        29.45        2.85        0.00        -100.00        
6.12        29.53        2.85        0.00        -100.00        
6.14        29.61        2.85        0.00        -100.00        
6.16        29.69        2.85        0.00        -100.00        
6.18        29.77        2.85        0.00        -100.00        
6.20        29.85        2.85        0.00        -100.00        
6.22        29.93        2.85        0.00        -100.00        
6.24        30.01        2.85        0.00        -100.00        
6.26        30.09        2.85        0.00        -100.00        
6.28        30.17        2.85        0.00        -100.00        
6.30        30.25        2.85        0.00        -100.00        
6.32        30.33        2.85        0.00        -100.00        
6.34        30.41        2.85        0.00        -100.00        
6.36        30.49        2.85        0.00        -100.00        
6.38        30.57        2.85        0.00        -100.00        
6.40        30.65        2.85        0.00        -100.00        
6.42        30.73        2.85        0.00        -100.00        
6.44        30.80        2.85        0.00        -100.00        
6.46        30.88        2.85        0.00        -100.00        
6.48        30.96        2.85        0.00        -100.00        
6.50        31.04        2.85        0.00        -100.00        
6.52        31.12        2.85        0.00        -100.00        
6.54        31.20        2.85        0.00        -100.00        
6.56        31.27        2.85        0.00        -100.00        
6.58        31.35        2.85        0.00        -100.00        
6.60        31.43        2.85        0.00        -100.00        
6.62        31.51        2.85        0.00        -100.00        
6.64        31.58        2.85        0.00        -100.00        
6.66        31.66        2.85        0.00        -100.00        
6.68        31.74        2.85        0.00        -100.00        
6.70        31.81        2.85        0.00        -100.00        
6.72        31.89        2.85        0.00        -100.00        
6.74        31.97        2.85        0.00        -100.00        
6.76        32.04        2.85        0.00        -100.00        
6.78        32.12        2.85        0.00        -100.00        
6.80        32.20        2.85        0.00        -100.00        
6.82        32.27        2.85        0.00        -100.00        
6.84        32.35        2.85        0.00        -100.00        
6.86        32.42        2.85        0.00        -100.00        
6.88        32.50        2.85        0.00        -100.00        
6.90        32.57        2.85        0.00        -100.00        
6.92        32.65        2.85        0.00        -100.00        
6.94        32.73        2.85        0.00        -100.00        
6.96        32.80        2.85        0.00        -100.00        
6.98        32.88        2.85        0.00        -100.00        
7.00        32.95        2.85        0.00        -100.00        
7.02        33.02        2.85        0.00        -100.00        
7.04        33.10        2.85        0.00        -100.00        
7.06        33.17        2.85        0.00        -100.00        
7.08        33.25        2.85        0.00        -100.00        
7.10        33.32        2.85        0.00        -100.00        
7.12        33.40        2.85        0.00        -100.00        
7.14        33.47        2.85        0.00        -100.00        
7.16        33.54        2.85        0.00        -100.00        
7.18        33.62        2.85        0.00        -100.00        
7.20        33.69        2.85        0.00        -100.00        
7.22        33.76        2.85        0.00        -100.00        
7.24        33.84        2.85        0.00        -100.00        
7.26        33.91        2.85        0.00        -100.00        
7.28        33.98        2.85        0.00        -100.00        
7.30        34.06        2.85        0.00        -100.00        
7.32        34.13        2.85        0.00        -100.00        
7.34        34.20        2.85        0.00        -100.00        
7.36        34.27        2.85        0.00        -100.00        
7.38        34.35        2.85        0.00        -100.00        
7.40        34.42        2.85        0.00        -100.00        
7.42        34.49        2.85        0.00        -100.00        
7.44        34.56        2.85        0.00        -100.00        
7.46        34.63        2.85        0.00        -100.00        
7.48        34.70        2.85        0.00        -100.00        
7.50        34.78        2.85        0.00        -100.00        
7.52        34.85        2.85        0.00        -100.00        
7.54        34.92        2.85        0.00        -100.00        
