Time        Speed       Wheel       Brake       Acceleration 
5.96        29.74        0.00        0.00        -100.00        
5.98        29.83        0.00        0.00        -100.00        
6.00        29.92        0.00        0.00        -100.00        
6.02        30.02        0.00        0.00        -100.00        
6.04        30.11        0.00        0.00        -100.00        
6.06        30.20        0.00        0.00        -100.00        
6.08        30.29        0.00        0.00        -100.00        
6.10        30.39        0.00        0.00        -100.00        
6.12        30.48        0.00        0.00        -100.00        
6.14        30.57        0.00        0.00        -100.00        
6.16        30.66        0.00        0.00        -100.00        
6.18        30.75        0.00        0.00        -100.00        
6.20        30.84        0.00        0.00        -100.00        
6.22        30.93        0.00        0.00        -100.00        
6.24        31.02        0.00        0.00        -100.00        
6.26        31.11        0.00        0.00        -100.00        
6.28        31.20        0.00        0.00        -100.00        
6.30        31.29        0.00        0.00        -100.00        
6.32        31.38        0.00        0.00        -100.00        
6.34        31.47        0.00        0.00        -100.00        
6.36        31.56        0.00        0.00        -100.00        
6.38        31.65        0.00        0.00        -100.00        
6.40        31.74        0.00        0.00        -100.00        
6.42        31.83        0.00        0.00        -100.00        
6.44        31.92        0.00        0.00        -100.00        
6.46        32.01        0.00        0.00        -100.00        
6.48        32.10        0.00        0.00        -100.00        
6.50        32.19        0.00        0.00        -100.00        
6.52        32.28        0.00        0.00        -100.00        
6.54        32.37        0.00        0.00        -100.00        
6.56        32.45        0.00        0.00        -100.00        
6.58        32.54        0.00        0.00        -100.00        
6.60        32.63        0.00        0.00        -100.00        
6.62        32.72        0.00        0.00        -100.00        
6.64        32.81        0.00        0.00        -100.00        
6.66        32.89        0.00        0.00        -100.00        
6.68        32.98        0.00        0.00        -100.00        
6.70        33.07        0.00        0.00        -100.00        
6.72        33.16        0.00        0.00        -100.00        
6.74        33.24        0.00        0.00        -100.00        
6.76        33.33        0.00        0.00        -100.00        
6.78        33.42        0.00        0.00        -100.00        
6.80        33.50        0.00        0.00        -100.00        
6.82        33.59        0.00        0.00        -100.00        
6.84        33.68        0.00        0.00        -100.00        
6.86        33.76        0.00        0.00        -100.00        
6.88        33.85        0.00        0.00        -100.00        
6.90        33.94        0.00        0.00        -100.00        
6.92        34.02        0.00        0.00        -100.00        
6.94        34.11        0.00        0.00        -100.00        
6.96        34.19        0.00        0.00        -100.00        
6.98        34.28        0.00        0.00        -100.00        
7.00        34.36        0.00        0.00        -100.00        
