Time        Speed       Wheel       Brake       Acceleration 
15.36        28.45        17.21        0.00        -100.00        
15.38        28.53        17.21        0.00        -100.00        
15.40        28.62        17.21        0.00        -100.00        
15.42        28.70        17.21        0.00        -100.00        
15.44        28.78        17.21        0.00        -100.00        
15.46        28.86        17.21        0.00        -100.00        
15.48        28.95        17.21        0.00        -100.00        
15.50        29.03        17.21        0.00        -100.00        
15.52        29.11        17.21        0.00        -100.00        
15.54        29.19        17.21        0.00        -100.00        
15.56        29.27        17.21        0.00        -100.00        
15.58        29.35        17.21        0.00        -100.00        
15.60        29.43        17.21        0.00        -100.00        
15.62        29.52        17.21        0.00        -100.00        
15.64        29.60        17.21        0.00        -100.00        
15.66        29.68        17.21        0.00        -100.00        
15.68        29.76        17.21        0.00        -100.00        
15.70        29.84        17.21        0.00        -100.00        
15.72        29.92        17.21        0.00        -100.00        
15.74        30.00        17.21        0.00        -100.00        
15.76        30.08        17.21        0.00        -100.00        
15.78        30.16        17.21        0.00        -100.00        
15.80        30.24        17.21        0.00        -100.00        
15.82        30.32        17.21        0.00        -100.00        
15.84        30.40        17.21        0.00        -100.00        
15.86        30.48        17.21        0.00        -100.00        
15.88        30.56        17.21        0.00        -100.00        
15.90        30.63        17.21        0.00        -100.00        
15.92        30.71        17.21        0.00        -100.00        
15.94        30.79        17.21        0.00        -100.00        
15.96        30.87        17.21        0.00        -100.00        
15.98        30.95        17.21        0.00        -100.00        
16.00        31.03        17.21        0.00        -100.00        
16.02        31.11        17.21        0.00        -100.00        
16.04        31.18        17.21        0.00        -100.00        
16.06        31.26        17.21        0.00        -100.00        
16.08        31.34        17.21        0.00        -100.00        
16.10        31.42        17.21        0.00        -100.00        
16.12        31.49        17.21        0.00        -100.00        
16.14        31.57        17.21        0.00        -100.00        
16.16        31.65        17.21        0.00        -100.00        
16.18        31.72        17.21        0.00        -100.00        
16.20        31.80        17.21        0.00        -100.00        
16.22        31.88        17.21        0.00        -100.00        
16.24        31.95        17.21        0.00        -100.00        
16.26        32.03        17.21        0.00        -100.00        
16.28        32.11        17.21        0.00        -100.00        
16.30        32.18        17.21        0.00        -100.00        
16.32        32.26        17.21        0.00        -100.00        
16.34        32.33        17.21        0.00        -100.00        
16.36        32.41        17.21        0.00        -100.00        
16.38        32.49        17.21        0.00        -100.00        
16.40        32.56        17.21        0.00        -100.00        
16.42        32.64        17.21        0.00        -100.00        
16.44        32.71        17.21        0.00        -100.00        
16.46        32.79        17.21        0.00        -100.00        
16.48        32.86        17.21        0.00        -100.00        
16.50        32.94        17.21        0.00        -100.00        
16.52        33.01        17.21        0.00        -100.00        
16.54        33.08        17.21        0.00        -100.00        
16.56        33.16        17.21        0.00        -100.00        
16.58        33.23        17.21        0.00        -100.00        
16.60        33.31        17.21        0.00        -100.00        
16.62        33.38        17.21        0.00        -100.00        
16.64        33.46        17.21        0.00        -100.00        
16.66        33.53        17.21        0.00        -100.00        
16.68        33.60        17.21        0.00        -100.00        
16.70        33.68        17.21        0.00        -100.00        
16.72        33.75        17.21        0.00        -100.00        
16.74        33.82        17.21        0.00        -100.00        
16.76        33.90        17.21        0.00        -100.00        
16.78        33.97        17.21        0.00        -100.00        
16.80        34.04        17.21        0.00        -100.00        
16.82        34.11        17.21        0.00        -100.00        
16.84        34.19        17.21        0.00        -100.00        
16.86        34.26        17.21        0.00        -100.00        
16.88        34.33        17.21        0.00        -100.00        
16.90        34.40        17.21        0.00        -100.00        
16.92        34.48        17.21        0.00        -100.00        
16.94        34.55        17.21        0.00        -100.00        
16.96        34.62        17.21        0.00        -100.00        
16.98        34.69        17.21        0.00        -100.00        
17.00        34.76        17.21        0.00        -100.00        
17.02        34.83        17.21        0.00        -100.00        
17.04        34.90        17.21        0.00        -100.00        
17.06        34.98        17.21        0.00        -100.00        
17.08        35.05        17.21        0.00        -100.00        
17.10        35.12        17.21        0.00        -100.00        
17.12        35.19        17.21        0.00        -100.00        
17.14        35.26        17.21        0.00        -100.00        
17.16        35.33        17.21        0.00        -100.00        
17.18        35.40        17.21        0.00        -100.00        
17.20        35.47        17.21        0.00        -100.00        
17.22        35.54        17.21        0.00        -100.00        
17.24        35.61        17.21        0.00        -100.00        
17.26        35.68        17.21        0.00        -100.00        
17.28        35.75        17.21        0.00        -100.00        
17.30        35.82        17.21        0.00        -100.00        
17.32        35.89        17.21        0.00        -100.00        
17.34        35.96        17.21        0.00        -100.00        
17.36        36.03        17.21        0.00        -100.00        
17.38        36.10        17.21        0.00        -100.00        
17.40        36.16        17.21        0.00        -100.00        
17.42        36.23        17.21        0.00        -100.00        
17.44        36.30        17.21        0.00        -100.00        
17.46        36.37        17.21        0.00        -100.00        
17.48        36.44        17.21        0.00        -100.00        
17.50        36.51        17.21        0.00        -100.00        
17.52        36.58        17.21        0.00        -100.00        
17.54        36.64        17.21        0.00        -100.00        
17.56        36.71        17.21        0.00        -100.00        
17.58        36.78        17.21        0.00        -100.00        
17.60        36.85        17.21        0.00        -100.00        
17.62        36.91        17.21        0.00        -100.00        
17.64        36.98        17.21        0.00        -100.00        
17.66        37.05        17.21        0.00        -100.00        
17.68        37.12        17.21        0.00        -100.00        
17.70        37.18        17.21        0.00        -100.00        
17.72        37.25        17.21        0.00        -100.00        
17.74        37.32        17.21        0.00        -100.00        
17.76        37.38        17.21        0.00        -100.00        
17.78        37.45        17.21        0.00        -100.00        
17.80        37.52        17.21        0.00        -100.00        
17.82        37.58        17.21        0.00        -100.00        
17.84        37.65        17.21        0.00        -100.00        
17.86        37.72        17.21        0.00        -100.00        
17.88        37.78        17.21        0.00        -100.00        
17.90        37.85        17.21        0.00        -100.00        
17.92        37.91        17.21        0.00        -100.00        
17.94        37.98        17.21        0.00        -100.00        
17.96        38.04        17.21        0.00        -100.00        
17.98        38.11        17.21        0.00        -100.00        
18.00        38.17        17.21        0.00        -100.00        
18.02        38.24        17.21        0.00        -100.00        
18.04        38.30        17.21        0.00        -100.00        
18.06        38.37        17.21        0.00        -100.00        
18.08        38.43        17.21        0.00        -100.00        
18.10        38.50        17.21        0.00        -100.00        
18.12        38.56        17.21        0.00        -100.00        
18.14        38.63        17.21        0.00        -100.00        
18.16        38.69        17.21        0.00        -100.00        
18.18        38.76        17.21        0.00        -100.00        
18.20        38.82        17.21        0.00        -100.00        
18.22        38.88        17.21        0.00        -100.00        
18.24        38.95        17.21        0.00        -100.00        
18.26        39.01        17.21        0.00        -100.00        
18.28        39.08        17.21        0.00        -100.00        
18.30        39.14        17.21        0.00        -100.00        
18.32        39.20        17.21        0.00        -100.00        
18.34        39.27        17.21        0.00        -100.00        
18.36        39.33        17.21        0.00        -100.00        
18.38        39.39        17.21        0.00        -100.00        
18.40        39.45        17.21        0.00        -100.00        
18.42        39.52        17.21        0.00        -100.00        
18.44        39.58        17.21        0.00        -100.00        
18.46        39.64        17.21        0.00        -100.00        
18.48        39.71        17.21        0.00        -100.00        
18.50        39.77        17.21        0.00        -100.00        
18.52        39.83        17.21        0.00        -100.00        
18.54        39.89        17.21        0.00        -100.00        
18.56        39.95        17.21        0.00        -100.00        
18.58        40.02        17.21        0.00        -100.00        
18.60        40.08        17.21        0.00        -100.00        
18.62        40.14        17.21        0.00        -100.00        
18.64        40.20        17.21        0.00        -100.00        
18.66        40.26        17.21        0.00        -100.00        
18.68        40.32        17.21        0.00        -100.00        
18.70        40.38        17.21        0.00        -100.00        
18.72        40.45        17.21        0.00        -100.00        
18.74        40.51        17.21        0.00        -100.00        
18.76        40.57        17.21        0.00        -100.00        
18.78        40.63        17.21        0.00        -100.00        
18.80        40.69        17.21        0.00        -100.00        
18.82        40.75        17.21        0.00        -100.00        
18.84        40.81        17.21        0.00        -100.00        
18.86        40.87        17.21        0.00        -100.00        
18.88        40.93        17.21        0.00        -100.00        
18.90        40.99        17.21        0.00        -100.00        
18.92        41.05        17.21        0.00        -100.00        
18.94        41.11        17.21        0.00        -100.00        
18.96        41.17        17.21        0.00        -100.00        
18.98        41.23        17.21        0.00        -100.00        
19.00        41.29        17.21        0.00        -100.00        
