Time        Speed       Wheel       Brake       Acceleration 
5.68        28.46        0.00        0.00        -100.00        
5.70        28.54        0.00        0.00        -100.00        
5.72        28.63        0.00        0.00        -100.00        
5.74        28.71        0.00        0.00        -100.00        
5.76        28.79        0.00        0.00        -100.00        
5.78        28.87        0.00        0.00        -100.00        
5.80        28.96        0.00        0.00        -100.00        
5.82        29.04        0.00        0.00        -100.00        
5.84        29.12        0.00        0.00        -100.00        
5.86        29.20        0.00        0.00        -100.00        
5.88        29.28        0.00        0.00        -100.00        
5.90        29.36        0.00        0.00        -100.00        
5.92        29.44        0.00        0.00        -100.00        
5.94        29.53        0.00        0.00        -100.00        
5.96        29.61        0.00        0.00        -100.00        
5.98        29.69        0.00        0.00        -100.00        
6.00        29.77        0.00        0.00        -100.00        
6.02        29.85        0.00        0.00        -100.00        
6.04        29.93        0.00        0.00        -100.00        
6.06        30.01        0.00        0.00        -100.00        
6.08        30.09        0.00        0.00        -100.00        
6.10        30.17        0.00        0.00        -100.00        
6.12        30.25        0.00        0.00        -100.00        
6.14        30.33        0.00        0.00        -100.00        
6.16        30.41        0.00        0.00        -100.00        
6.18        30.48        0.00        0.00        -100.00        
6.20        30.56        0.00        0.00        -100.00        
6.22        30.64        0.00        0.00        -100.00        
6.24        30.72        0.00        0.00        -100.00        
6.26        30.80        0.00        0.00        -100.00        
6.28        30.88        0.00        0.00        -100.00        
6.30        30.96        0.00        0.00        -100.00        
6.32        31.04        0.00        0.00        -100.00        
6.34        31.11        0.00        0.00        -100.00        
6.36        31.19        0.00        0.00        -100.00        
6.38        31.27        0.00        0.00        -100.00        
6.40        31.35        0.00        0.00        -100.00        
6.42        31.42        0.00        0.00        -100.00        
6.44        31.50        0.00        0.00        -100.00        
6.46        31.58        0.00        0.00        -100.00        
6.48        31.66        0.00        0.00        -100.00        
6.50        31.73        0.00        0.00        -100.00        
6.52        31.81        0.00        0.00        -100.00        
6.54        31.89        0.00        0.00        -100.00        
6.56        31.96        0.00        0.00        -100.00        
6.58        32.04        0.00        0.00        -100.00        
6.60        32.11        0.00        0.00        -100.00        
6.62        32.19        0.00        0.00        -100.00        
6.64        32.27        0.00        0.00        -100.00        
6.66        32.34        0.00        0.00        -100.00        
6.68        32.42        0.00        0.00        -100.00        
6.70        32.49        0.00        0.00        -100.00        
6.72        32.57        0.00        0.00        -100.00        
6.74        32.64        0.00        0.00        -100.00        
6.76        32.72        0.00        0.00        -100.00        
6.78        32.80        0.00        0.00        -100.00        
6.80        32.87        0.00        0.00        -100.00        
6.82        32.94        0.00        0.00        -100.00        
6.84        33.02        0.00        0.00        -100.00        
6.86        33.09        0.00        0.00        -100.00        
6.88        33.17        0.00        0.00        -100.00        
6.90        33.24        0.00        0.00        -100.00        
6.92        33.32        0.00        0.00        -100.00        
6.94        33.39        0.00        0.00        -100.00        
6.96        33.46        0.00        0.00        -100.00        
6.98        33.54        0.00        0.00        -100.00        
7.00        33.61        0.00        0.00        -100.00        
7.02        33.69        0.00        0.00        -100.00        
7.04        33.76        0.00        0.00        -100.00        
7.06        33.83        0.00        0.00        -100.00        
7.08        33.90        0.00        0.00        -100.00        
7.10        33.98        0.00        0.00        -100.00        
7.12        34.05        0.00        0.00        -100.00        
7.14        34.12        0.00        0.00        -100.00        
7.16        34.20        0.00        0.00        -100.00        
7.18        34.27        0.00        0.00        -100.00        
7.20        34.34        0.00        0.00        -100.00        
7.22        34.41        0.00        0.00        -100.00        
7.24        34.48        0.00        0.00        -100.00        
7.26        34.55        0.00        0.00        -100.00        
7.28        34.63        0.00        0.00        -100.00        
7.30        34.70        0.00        0.00        -100.00        
7.32        34.77        0.00        0.00        -100.00        
7.34        34.84        0.00        0.00        -100.00        
7.36        34.91        0.00        0.00        -100.00        
7.38        34.98        0.00        0.00        -100.00        
7.40        35.05        0.00        0.00        -100.00        
7.42        35.12        0.00        0.00        -100.00        
7.44        35.19        0.00        0.00        -100.00        
7.46        35.26        0.00        0.00        -100.00        
7.48        35.34        0.00        0.00        -100.00        
7.50        35.41        0.00        0.00        -100.00        
7.52        35.48        0.00        0.00        -100.00        
7.54        35.55        0.00        0.00        -100.00        
7.56        35.62        0.00        0.00        -100.00        
7.58        35.69        0.00        0.00        -100.00        
7.60        35.75        0.00        0.00        -100.00        
7.62        35.82        0.00        0.00        -100.00        
7.64        35.89        0.00        0.00        -100.00        
7.66        35.96        0.00        0.00        -100.00        
7.68        36.03        0.00        0.00        -100.00        
7.70        36.10        0.00        0.00        -100.00        
7.72        36.17        0.00        0.00        -100.00        
7.74        36.24        0.00        0.00        -100.00        
7.76        36.31        0.00        0.00        -100.00        
7.78        36.38        0.00        0.00        -100.00        
7.80        36.44        0.00        0.00        -100.00        
7.82        36.51        0.00        0.00        -100.00        
7.84        36.58        0.00        0.00        -100.00        
7.86        36.65        0.00        0.00        -100.00        
7.88        36.72        0.00        0.00        -100.00        
7.90        36.78        0.00        0.00        -100.00        
7.92        36.85        0.00        0.00        -100.00        
7.94        36.92        0.00        0.00        -100.00        
7.96        36.99        0.00        0.00        -100.00        
7.98        37.05        0.00        0.00        -100.00        
8.00        37.12        0.00        0.00        -100.00        
8.02        37.19        0.00        0.00        -100.00        
8.04        37.26        0.00        0.00        -100.00        
8.06        37.32        0.00        0.00        -100.00        
8.08        37.39        0.00        0.00        -100.00        
8.10        37.46        0.00        0.00        -100.00        
8.12        37.52        0.00        0.00        -100.00        
8.14        37.59        0.00        0.00        -100.00        
8.16        37.65        0.00        0.00        -100.00        
8.18        37.72        0.00        0.00        -100.00        
8.20        37.79        0.00        0.00        -100.00        
8.22        37.85        0.00        0.00        -100.00        
8.24        37.92        0.00        0.00        -100.00        
8.26        37.98        0.00        0.00        -100.00        
8.28        38.05        0.00        0.00        -100.00        
8.30        38.11        0.00        0.00        -100.00        
8.32        38.18        0.00        0.00        -100.00        
8.34        38.25        0.00        0.00        -100.00        
8.36        38.31        0.00        0.00        -100.00        
8.38        38.38        0.00        0.00        -100.00        
8.40        38.44        0.00        0.00        -100.00        
8.42        38.50        0.00        0.00        -100.00        
8.44        38.57        0.00        0.00        -100.00        
8.46        38.63        0.00        0.00        -100.00        
8.48        38.70        0.00        0.00        -100.00        
8.50        38.76        0.00        0.00        -100.00        
8.52        38.83        0.00        0.00        -100.00        
8.54        38.89        0.00        0.00        -100.00        
8.56        38.95        0.00        0.00        -100.00        
8.58        39.02        0.00        0.00        -100.00        
8.60        39.08        0.00        0.00        -100.00        
8.62        39.15        0.00        0.00        -100.00        
8.64        39.21        0.00        0.00        -100.00        
8.66        39.27        0.00        0.00        -100.00        
8.68        39.33        0.00        0.00        -100.00        
8.70        39.40        0.00        0.00        -100.00        
8.72        39.46        0.00        0.00        -100.00        
8.74        39.52        0.00        0.00        -100.00        
8.76        39.59        0.00        0.00        -100.00        
8.78        39.65        0.00        0.00        -100.00        
8.80        39.71        0.00        0.00        -100.00        
8.82        39.77        0.00        0.00        -100.00        
8.84        39.84        0.00        0.00        -100.00        
8.86        39.90        0.00        0.00        -100.00        
8.88        39.96        0.00        0.00        -100.00        
8.90        40.02        0.00        0.00        -100.00        
8.92        40.08        0.00        0.00        -100.00        
8.94        40.14        0.00        0.00        -100.00        
8.96        40.21        0.00        0.00        -100.00        
8.98        40.27        0.00        0.00        -100.00        
9.00        40.33        0.00        0.00        -100.00        
9.02        40.39        0.00        0.00        -100.00        
9.04        40.45        0.00        0.00        -100.00        
9.06        40.51        0.00        0.00        -100.00        
9.08        40.57        0.00        0.00        -100.00        
9.10        40.63        0.00        0.00        -100.00        
9.12        40.69        0.00        0.00        -100.00        
9.14        40.76        0.00        0.00        -100.00        
9.16        40.82        0.00        0.00        -100.00        
9.18        40.88        0.00        0.00        -100.00        
9.20        40.94        0.00        0.00        -100.00        
9.22        41.00        0.00        0.00        -100.00        
9.24        41.06        0.00        0.00        -100.00        
9.26        41.12        0.00        0.00        -100.00        
9.28        41.18        0.00        0.00        -100.00        
9.30        41.24        0.00        0.00        -100.00        
9.32        41.30        0.00        0.00        -100.00        
9.34        41.35        0.00        0.00        -100.00        
9.36        41.41        0.00        0.00        -100.00        
9.38        41.47        0.00        0.00        -100.00        
9.40        41.53        0.00        0.00        -100.00        
9.42        41.59        0.00        0.00        -100.00        
9.44        41.65        0.00        0.00        -100.00        
9.46        41.71        0.00        0.00        -100.00        
9.48        41.77        0.00        0.00        -100.00        
9.50        41.83        0.00        0.00        -100.00        
9.52        41.89        0.00        0.00        -100.00        
9.54        41.94        0.00        0.00        -100.00        
9.56        42.00        0.00        0.00        -100.00        
9.58        42.06        0.00        0.00        -100.00        
9.60        42.12        0.00        0.00        -100.00        
9.62        42.18        0.00        0.00        -100.00        
9.64        42.23        0.00        0.00        -100.00        
9.66        42.29        0.00        0.00        -100.00        
9.68        42.35        0.00        0.00        -100.00        
9.70        42.41        0.00        0.00        -100.00        
9.72        42.46        0.00        0.00        -100.00        
9.74        42.52        0.00        0.00        -100.00        
9.76        42.58        0.00        0.00        -100.00        
9.78        42.64        0.00        0.00        -100.00        
9.80        42.69        0.00        0.00        -100.00        
9.82        42.75        0.00        0.00        -100.00        
9.84        42.81        0.00        0.00        -100.00        
9.86        42.86        0.00        0.00        -100.00        
9.88        42.92        0.00        0.00        -100.00        
9.90        42.98        0.00        0.00        -100.00        
9.92        43.03        0.00        0.00        -100.00        
9.94        43.09        0.00        0.00        -100.00        
9.96        43.15        0.00        0.00        -100.00        
9.98        43.20        0.00        0.00        -100.00        
10.00        43.26        0.00        0.00        -100.00        
10.02        43.31        0.00        0.00        -100.00        
10.04        43.37        0.00        0.00        -100.00        
10.06        43.43        0.00        0.00        -100.00        
10.08        43.48        0.00        0.00        -100.00        
10.10        43.54        0.00        0.00        -100.00        
10.12        43.59        0.00        0.00        -100.00        
10.14        43.65        0.00        0.00        -100.00        
10.16        43.70        0.00        0.00        -100.00        
10.18        43.76        0.00        0.00        -100.00        
10.20        43.81        0.00        0.00        -100.00        
10.22        43.87        0.00        0.00        -100.00        
10.24        43.92        0.00        0.00        -100.00        
10.26        43.98        0.00        0.00        -100.00        
10.28        44.03        0.00        0.00        -100.00        
10.30        44.09        0.00        0.00        -100.00        
10.32        44.14        0.00        0.00        -100.00        
10.34        44.19        0.00        0.00        -100.00        
10.36        44.25        0.00        0.00        -100.00        
10.38        44.30        0.00        0.00        -100.00        
10.40        44.36        0.00        0.00        -100.00        
10.42        44.41        0.00        0.00        -100.00        
10.44        44.46        0.00        0.00        -100.00        
10.46        44.52        0.00        0.00        -100.00        
10.48        44.57        0.00        0.00        -100.00        
10.50        44.63        0.00        0.00        -100.00        
10.52        44.68        0.00        0.00        -100.00        
10.54        44.73        0.00        0.00        -100.00        
10.56        44.79        0.00        0.00        -100.00        
10.58        44.84        0.00        0.00        -100.00        
10.60        44.89        0.00        0.00        -100.00        
