Time        Speed       Wheel       Brake       Acceleration 
61.64        0.00        0.00        0.00        -100.00        
61.66        0.00        0.00        0.00        -100.00        
61.68        0.00        0.00        0.00        -100.00        
61.70        0.00        0.00        0.00        -100.00        
61.72        0.00        0.00        0.00        -100.00        
61.74        0.00        0.00        0.00        -100.00        
61.76        0.00        0.00        0.00        -100.00        
61.78        0.00        0.00        0.00        -100.00        
61.80        0.00        0.00        0.00        -100.00        
61.82        0.00        0.00        0.00        -100.00        
61.84        0.00        0.00        0.00        -100.00        
61.86        0.00        0.00        0.00        -100.00        
61.88        0.00        0.00        0.00        -100.00        
61.90        0.00        0.00        0.00        -100.00        
61.92        0.00        0.00        0.00        -100.00        
61.94        0.00        0.00        0.00        -100.00        
61.96        0.00        0.00        0.00        -100.00        
61.98        0.00        0.00        0.00        -100.00        
62.00        0.00        0.00        0.00        -100.00        
62.02        0.00        0.00        0.00        -100.00        
62.04        0.00        0.00        0.00        -100.00        
62.06        0.00        0.00        0.00        -100.00        
62.08        0.00        0.00        0.00        -100.00        
62.10        0.00        0.00        0.00        -100.00        
62.12        0.00        0.00        0.00        -100.00        
62.14        0.00        0.00        0.00        -100.00        
62.16        0.00        0.00        0.00        -100.00        
62.18        0.00        0.00        0.00        -100.00        
62.20        0.00        0.00        0.00        -100.00        
62.22        0.00        0.00        0.00        -100.00        
62.24        0.00        0.00        0.00        -100.00        
62.26        0.00        0.00        0.00        -100.00        
62.28        0.00        0.00        0.00        -100.00        
62.30        0.00        0.00        0.00        -100.00        
62.32        0.00        0.00        0.00        -100.00        
62.34        0.00        0.00        0.00        -100.00        
62.36        0.00        0.00        0.00        -100.00        
62.38        0.00        0.00        0.00        -100.00        
62.40        0.00        0.00        0.00        -100.00        
62.42        0.00        0.00        0.00        -100.00        
62.44        0.00        0.00        0.00        -100.00        
62.46        0.00        0.00        0.00        -100.00        
62.48        0.00        0.00        0.00        -100.00        
62.50        0.00        0.00        0.00        -100.00        
62.52        0.00        0.00        0.00        -100.00        
62.54        0.00        0.00        0.00        -100.00        
62.56        0.00        0.00        0.00        -100.00        
62.58        0.00        0.00        0.00        -100.00        
62.60        0.00        0.00        0.00        -100.00        
