Time        Speed       Wheel       Brake       Acceleration 
45.50        0.00        0.00        0.00        -70.63        
45.52        0.00        0.00        0.00        -70.63        
45.54        0.00        0.00        0.00        -70.63        
45.56        0.00        0.00        0.00        -70.63        
45.58        0.00        0.00        0.00        -70.63        
45.60        0.00        0.00        0.00        -70.63        
45.62        0.00        0.00        0.00        -70.63        
45.64        0.00        0.00        0.00        -70.63        
45.66        0.00        0.00        0.00        -70.63        
45.68        0.00        0.00        0.00        -70.63        
45.70        0.00        0.00        0.00        -70.63        
45.72        0.00        0.00        0.00        -70.63        
45.74        0.00        0.00        0.00        -70.63        
45.76        0.00        0.00        0.00        -70.63        
45.78        0.00        0.00        0.00        -70.63        
45.80        0.00        0.00        0.00        -70.63        
45.82        0.00        0.00        0.00        -70.63        
45.84        0.00        0.00        0.00        -70.63        
45.86        0.00        0.00        0.00        -70.63        
45.88        0.00        0.00        0.00        -70.63        
45.90        0.00        0.00        0.00        -70.63        
45.92        0.00        0.00        0.00        -70.63        
45.94        0.00        0.00        0.00        -70.63        
45.96        0.00        0.00        0.00        -70.63        
45.98        0.00        0.00        0.00        -70.63        
46.00        0.00        0.00        0.00        -70.63        
46.02        0.00        0.00        0.00        -70.63        
46.04        0.00        0.00        0.00        -70.63        
46.06        0.00        0.00        0.00        -70.63        
46.08        0.00        0.00        0.00        -70.63        
46.10        0.00        0.00        0.00        -70.63        
46.12        0.00        0.00        0.00        -70.63        
46.14        0.00        0.00        0.00        -70.63        
46.16        0.00        0.00        0.00        -70.63        
46.18        0.00        0.00        0.00        -70.63        
46.20        0.00        0.00        0.00        -70.63        
46.22        0.00        0.00        0.00        -70.63        
46.24        0.00        0.00        0.00        -70.63        
46.26        0.00        0.00        0.00        -70.63        
46.28        0.00        0.00        0.00        -70.63        
46.30        0.00        0.00        0.00        -70.63        
46.32        0.00        0.00        0.00        -70.63        
46.34        0.00        0.00        0.00        -70.63        
46.36        0.00        0.00        0.00        -70.63        
46.38        0.00        0.00        0.00        -70.63        
46.40        0.00        0.00        0.00        -70.63        
46.42        0.00        0.00        0.00        -70.63        
46.44        0.00        0.00        0.00        -70.63        
46.46        0.00        0.00        0.00        -70.63        
